יוצא מידי
יהודים 0.05506
אנשים 0.04977
משפחות 0.01782
תלמידים 0.01458

בתוך המסגרת
הכללית 0.0644
החברתית 0.02052
הרחבה 0.01703
הכוללת 0.01345
הקיימת 0.0118

הרי שיש
כאן 0.06544
בכך 0.02065
לראות 0.01467
צורך 0.0108
גם 0.00964

ואז יהיה
לך 0.01869
שלום 0.01366
השם 0.00951
טוב 0.00929
מותר 0.00851

שאין צריך
לומר 0.05609
לברך 0.02105
לחזור 0.01345
אלא 0.01314
לעשות 0.01058

הרי שלא
רק 0.02049
ניתן 0.01546
כתב 0.01545
הזכיר 0.01352
יהיה 0.00966

כיוון שאין
אנו 0.03157
הם 0.02193
כאן 0.01619
שום 0.00921
בידינו 0.00858

בעלי החיים
והצמחים 0.00678
האחרים 0.00453
הם 0.00416
— 0.00405
למיניהם 0.00394

שדבר כזה
יקרה 0.07652
יכול 0.06258
אינו 0.03315
אפשרי 0.02831
קורה 0.0227

פנים כאילו
הם 0.03587
אינו 0.03456
אני 0.02432
איני 0.01121
אינה 0.01022

המועצה האזורית
עמק 0.04242
מטה 0.03063
הגליל 0.01531
חוף 0.01453
בקעת 0.01372

לאחד מגדולי
הדור 0.08238
הרבנים 0.042
התורה 0.04175
חכמי 0.03948
הפוסקים 0.0338

מאמצע שנות
השלושים 0.12054
העשרים 0.09146
החמישים 0.09077
השמונים 0.08853
השבעים 0.07744

דרך משל
ומליצה 0.00526
— 0.00272
וחידה 0.00215
שהוא 0.00136
שבני 0.00117

מלכי המלכים
הקב 0.1453
הקדוש 0.13416
הקביה 0.01197
ברוך 0.00819
ברחמיו 0.00396

אלא באופן
כללי 0.03517
חלקי 0.02749
שיש 0.01156
בלתי 0.01133
שבו 0.0111

תחת השלטון
הנאצי 0.11525
הסובייטי 0.06823
הבריטי 0.05541
התורכי 0.03145
העות 0.02968

בתקופה שבין
שתי 0.33267
המלחמות 0.02392
מלחמת 0.01586
מלחמות 0.01064
מלחמה 0.00892

לקשור קשרים
הדוקים 0.03276
אישיים 0.02087
טובים 0.02004
חברתיים 0.01756
אמיצים 0.01531

מאות אלף
יהודים 0.07147
רגלי 0.05893
נפש 0.04432
דולר 0.01815
ושלשת 0.01729

לפני שהם
מגיעים 0.0271
יוצאים 0.0241
נכנסים 0.01851
הולכים 0.01385
מתחילים 0.01261

הכותל המערבי
בירושלים 0.00654
— 0.00586
והר 0.00324
ביום 0.00239
ואת 0.00231

בקרב יוצאי
ארצות 0.08362
אירופה 0.05901
תימן 0.04815
מרוקו 0.04074
אסיה 0.03817

לפני שנת
השמיטה 0.01277
1948 0.01029
ת 0.00913
1933 0.0084
1914 0.00649

מצאו חן
בעיני 0.40504
בעיניו 0.2125
בעיניה 0.05274
בעיניהם 0.05112
בעיניך 0.02562

לפני שער
המלך 0.09115
המים 0.07087
העיר 0.05295
בית 0.04567
הכניסה 0.02011

כנראה גם
כאן 0.01174
הם 0.01082
הסיבה 0.00739
מתוך 0.00463
לפני 0.00459

חיל האויר
הישראלי 0.08159
המצרי 0.04896
הבריטי 0.0277
המלכותי 0.02315
שלנו 0.02072

ואינו ראוי
לאכילה 0.03295
עוד 0.0203
לכך 0.01397
אלא 0.01111
לאכילת 0.01039

לפני שנה
וחצי 0.04407
בערך 0.01757
ולפני 0.01063
ויותר 0.00716
ומחצה 0.00633

יהיה צורך
בכך 0.07261
בדבר 0.01487
להשתמש 0.00718
גם 0.00686
— 0.00667

לפני שתי
שנים 0.156
הלחם 0.07466
דרכים 0.05333
עשרות 0.03051
דקות 0.02985

כאן רק
כדי 0.00718
שתי 0.00601
ספק 0.00578
משום 0.00562
איסור 0.00512

הוי אומר
לעמל 0.01288
אלו 0.00944
זהו 0.00441
לעץ 0.00403
הפלאה 0.00358

לפני תום
המלחמה 0.10868
תקופת 0.07058
המנדט 0.03812
מלחמת 0.03565
השנה 0.03501

בית אביו
ואמו 0.01582
ואת 0.01342
יעשה 0.00956
ואל 0.00621
לחם 0.0052

אינך רוצה
לומר 0.02768
לדבר 0.01674
לשמוע 0.01369
לראות 0.01342
לעשות 0.0132

ועוד דברים
רבים 0.10031
כאלה 0.08619
אחרים 0.02899
שונים 0.01736
טובים 0.01665

מאז המאה
הי 0.07833
התשע 0.05513
השמונה 0.0384
השבע 0.0369
השש 0.03411

הביניים ועד
ימינו 0.10624
היום 0.05005
העת 0.03799
המאה 0.03669
למאה 0.03276

כאן גם
המקום 0.00827
רמז 0.00707
כאן 0.00628
משום 0.00565
גורם 0.00448

בן ארבעה
עמודים 0.0674
חדרים 0.04824
חודשים 0.03829
טורים 0.03754
בתים 0.03738

מנהל המחלקה
המדינית 0.09729
לחינוך 0.03191
הכלכלית 0.02383
להתיישבות 0.02109
הערבית 0.01364

כתב גם
שירים 0.02094
ספר 0.01342
הרב 0.01147
בספר 0.01129
פירוש 0.00935

דין וחשבון
לפני 0.03763
מפורט 0.02071
לשנת 0.01318
שנתי 0.00753
כספי 0.00682

יעקב בן
ששת 0.03653
יצחק 0.03474
יוסף 0.03007
חיים 0.02901
אלעזר 0.02801

יעקב בר
אידי 0.15189
אחא 0.12294
יקר 0.03274
אבא 0.01916
זבדי 0.01913

הקונסול הבריטי
בירושלים 0.08293
פין 0.01976
בדמשק 0.01953
הראשון 0.01605
בחיפה 0.01299

יוסי בן
יועזר 0.1549
יוסי 0.11144
חלפתא 0.04936
יוחנן 0.04269
קיסמא 0.03711

יוסי בר
חנינא 0.18832
יהודה 0.16135
אבין 0.04341
חלפתא 0.02849
רבי 0.02717

מאת ממשלת
בריטניה 0.06805
המנדט 0.05459
ארצות 0.04787
תורכיה 0.04242
רוסיה 0.04152

המצב הקשה
שבו 0.03269
ביותר 0.0246
בארץ 0.02214
ששרר 0.01938
שנוצר 0.01185

חל מפנה
מכריע 0.03385
חשוב 0.03249
לטובה 0.02176
לרעה 0.02127
חד 0.01635

חמש מאות
שנה 0.14502
אלף 0.02863
שנים 0.02797
אמה 0.02507
לירות 0.01754

גזר דין
מוות 0.12113
המוות 0.0359
שיש 0.01591
קשה 0.01573
מות 0.01273

אני שלא
אוכל 0.01672
יהיה 0.01262
נטלתי 0.01117
יהא 0.01019
הייתי 0.00802

אני שמח
מאוד 0.07166
מאד 0.03335
לשמוע 0.02322
לציין 0.0225
לראות 0.01799

באופן שונה
לחלוטין 0.04017
לגמרי 0.0357
במקצת 0.01824
מאשר 0.01749
ממה 0.01125

הם יהיו
מוכנים 0.02699
חייבים 0.01102
מסוגלים 0.00949
גם 0.00801
הראשונים 0.00791

שאינו מביא
מבול 0.10783
קרבן 0.05194
לידי 0.04304
בחשבון 0.03451
אלא 0.03055

שאינו מבין
כלל 0.02325
לשון 0.01672
כלום 0.01096
מדוע 0.00991
ואינו 0.00731

בהתאם לכך
גם 0.01402
ניתן 0.00472
נקבע 0.0044
הם 0.00425
אפשר 0.00421

הם יוצאים
ידי 0.01869
לדרך 0.01415
למלחמה 0.01124
מתוך 0.0098
מכלל 0.00882

כתב עת
לחקר 0.04275
בשם 0.02094
לספרות 0.01671
ספרותי 0.01451
עברי 0.0137

בסוף מאי
1948 0.0246
1942 0.02058
1944 0.01686
1943 0.01586
1941 0.01256

רבי ברוך
בער 0.05392
ממז 0.02382
בר 0.02317
מרדכי 0.01116
פרנקל 0.01052

רוצה לבוא
אלי 0.02609
אתי 0.01864
אליו 0.0176
איתי 0.01728
אליך 0.014

הם ידעו
היטב 0.03242
גם 0.01446
יפה 0.01091
רק 0.00865
שהוא 0.00835

כאין וכאפס
לעומת 0.36212
הם 0.02718
מול 0.02332
לגבי 0.0192
נחשבו 0.01475

רוצה לדעת
איך 0.0181
מדוע 0.00747
איפה 0.00744
כיצד 0.0067
בדיוק 0.00564

אלא לכבוד
עצמו 0.06971
התורה 0.04209
בעלמא 0.0373
שבת 0.03707
שמים 0.03142

ולכן אינו
יכול 0.11483
חייב 0.02933
צריך 0.02474
אלא 0.02045
רוצה 0.01355

מצב בלתי
נסבל 0.1607
אפשרי 0.06198
רצוי 0.02543
טבעי 0.02359
הפיך 0.01994

שמירת שבת
כהלכתה 0.04841
קודש 0.01805
וכשרות 0.00954
כהלכתו 0.00908
למורא 0.00781

ההנהלה הציונית
בלונדון 0.03159
בארץ 0.02142
בירושלים 0.02072
העולמית 0.01529
והסוכנות 0.00697

הגאון רבינו
סעדיה 0.10047
אליהו 0.04798
יוסף 0.04622
משה 0.04273
חיים 0.03811

אני אומר
לך 0.09647
לכם 0.04298
לעצמי 0.01281
שאין 0.00585
שלא 0.00547

בת ארבע
עשרה 0.06631
שנים 0.0606
נפשות 0.041
מאות 0.03942
כנפות 0.02179

שר החינוך
והתרבות 0.27654
דאז 0.01406
זלמן 0.00907
לשעבר 0.00723
זבולון 0.00477

זמן ארוך
למדי 0.0182
מאוד 0.01688
מדי 0.01378
מאד 0.01221
כזה 0.00927

בדרך ישרה
ללכת 0.00977
— 0.00647
ילך 0.00621
והמשיאן 0.00546
הרי 0.00502

ניתנה תורה
לישראל 0.14782
אלא 0.09276
למלאכי 0.06894
היינו 0.03028
לדרוש 0.01226

כיהן כראש
ממשלה 0.07835
ישיבה 0.06724
הממשלה 0.04829
ישיבת 0.0425
המחלקה 0.03588

רוצה לדבר
אתך 0.05363
איתך 0.04184
אתי 0.02329
אתו 0.02303
איתי 0.01704

המדינה הערבית
הגדולה 0.03055
היחידה 0.02916
הראשונה 0.02045
העצמאית 0.01128
המוצעת 0.01058

מגדולי חכמי
ספרד 0.05691
התורה 0.03766
ההלכה 0.03512
תימן 0.03
התלמוד 0.02885

שלא נמצא
בשום 0.01513
להן 0.01165
שום 0.01019
פסול 0.00946
כלל 0.00727

אינו חוזר
ומגיד 0.06469
ומברך 0.03521
אלא 0.01529
ונראה 0.01233
לראש 0.01118

חשיבות רבה
נודעת 0.02821
ביותר 0.01819
מאוד 0.01368
גם 0.01326
לגבי 0.00775

שכן דרך
העולם 0.01802
מלכים 0.01671
המקרא 0.01329
המלכים 0.01251
הכתוב 0.00875

בחיי העם
היהודי 0.17999
העברי 0.01504
והמדינה 0.01177
והארץ 0.01103
כולו 0.00843

ומלאה הארץ
דעה 0.51002
זמה 0.03582
דעת 0.0344
זימה 0.02535
דיעה 0.01759

אמת המים
עוברת 0.03024
יוכיחו 0.02202
העוברת 0.01779
לאחוריהם 0.01729
הבאה 0.01302

גם באותו
יום 0.10817
זמן 0.06497
לילה 0.03835
ערב 0.03217
פרק 0.02589

כדי למנוע
בעד 0.0102
פגיעה 0.00999
אפשרות 0.00905
מצב 0.00737
טעות 0.00546

נערה כבת
שש 0.10949
עשרים 0.10562
שבע 0.0938
שמונה 0.07663
חמש 0.06608

בעולם הבא
שהוא 0.00414
— 0.0037
אלא 0.00304
יהיה 0.00247
שנאמר 0.00231

עשה רושם
כביר 0.04915
חזק 0.03068
עז 0.02896
טוב 0.02469
עצום 0.0237

גם באופן
כזה 0.02123
שבו 0.02083
כללי 0.01994
אישי 0.01972
בלתי 0.01866

אנו מוכנים
לקבל 0.04654
לתת 0.02351
לשלם 0.0204
לוותר 0.02016
ומזומנים 0.01928

יכולים אנו
ללמוד 0.04363
לומר 0.03719
לראות 0.0289
לעמוד 0.01927
להבין 0.01887

יכולים אתם
לעשות 0.03229
להפוך 0.03204
לשער 0.02083
לומר 0.02031
לסמוך 0.01891

שהיא מצוה
ראשונה 0.07285
גדולה 0.02417
בפני 0.02154
רבה 0.02091
הבאה 0.02051

בריה יכולה
לעמוד 0.31881
לעשות 0.04428
להסתכל 0.03812
לירד 0.02806
לשתות 0.02098

נוצר מצב
שבו 0.07747
חדש 0.04482
מוזר 0.01979
כזה 0.0188
משונה 0.01313

אינו רשאי
לעשות 0.02407
לומר 0.01364
לקצר 0.01257
שלא 0.01205
להאריך 0.01114

אני איני
יכול 0.07339
רוצה 0.04662
עושה 0.02832
רואה 0.02105
מבין 0.01757

15 אלף
יהודים 0.06589
נפש 0.04773
דונם 0.02628
דולר 0.02511
לירות 0.02113

בסוף ימי
בית 0.13266
הביניים 0.04395
חייו 0.02106
מלכותו 0.01228
הכינים 0.01182

אני בטוחה
שהוא 0.04416
שלא 0.03072
שהיא 0.02625
שזה 0.02303
שיש 0.01684

ככל שאני
מרבה 0.04871
יכול 0.04734
זוכר 0.0461
חושב 0.03413
מנסה 0.02208

ככל שאנו
מתקרבים 0.07519
מתרחקים 0.0569
מתקדמים 0.04916
יודעים 0.02574
מרבים 0.02132

הייתי צריך
לעשות 0.0279
לומר 0.02108
לדעת 0.01311
לכתוב 0.01205
ללכת 0.01174

ומשום הכי
אמר 0.0222
קאמר 0.01665
נמי 0.01615
כתב 0.01393
צריך 0.01104

רוצה לומר
שלא 0.01259
לך 0.01193
שהוא 0.00733
שאין 0.00547
משהו 0.00535

אפשר רק
לשער 0.04198
ע 0.0303
לומר 0.01598
לנחש 0.01296
מתוך 0.00852

רבי יוחנן
בן 0.10184
אמר 0.05232
משום 0.02516
וריש 0.01405
ורבי 0.00999

לנקוט צעדים
נגד 0.04269
כדי 0.03988
מעשיים 0.03021
נמרצים 0.02409
נוספים 0.01704

שהיה קרוב
אליו 0.03229
מאוד 0.02955
למלכות 0.02343
ללבו 0.01969
משפחה 0.0181

ילד כבן
עשר 0.12695
שש 0.09758
שמונה 0.09231
שבע 0.0786
ארבע 0.06613

שלמה המלך
ע 0.08279
אמר 0.00891
החכם 0.00631
עיה 0.00386
ומלכת 0.00359

מאה שנים
ויותר 0.03337
קודם 0.0188
לאחר 0.01663
לפני 0.01491
בערך 0.01221

שלו ושל
חבריו 0.05242
אחרים 0.04073
אשתו 0.02348
משפחתו 0.01711
חבירו 0.01664

שהוא למעלה
מהטבע 0.02236
מהזמן 0.01113
מעשרה 0.01071
מעלה 0.0083
משכל 0.00622

יהיה לך
אלהים 0.08809
מפי 0.02667
עוד 0.01535
טוב 0.00807
לפה 0.00772

מאות שנה
לפני 0.01751
לאחר 0.01169
ויותר 0.01016
קודם 0.0076
בערך 0.00577

האוכלוסיה היהודית
בארץ 0.02895
בעיר 0.01291
בירושלים 0.0078
בפולין 0.00772
כולה 0.00655

מערכת היחסים
שבין 0.07431
ביניהם 0.02375
המורכבת 0.01718
הבין 0.01315
בינו 0.01013

ידיד נפשי
הרב 0.09203
ולבבי 0.03765
הגאון 0.01522
וידיד 0.01059
החכם 0.00915

היהודים בתקופת
השואה 0.17492
המשנה 0.05005
המלחמה 0.03434
הכיבוש 0.02804
התלמוד 0.02536

החיים היהודיים
בגולה 0.01953
בארץ 0.01767
באמריקה 0.01571
בארצות 0.00948
בפולין 0.00856

ערי יהודה
הבצורות 0.0421
בחורבנן 0.02385
וירושלים 0.01297
הבצרות 0.01123
הנותרות 0.00836

אני עושה
כאן 0.02465
פה 0.01468
לך 0.0103
עכשיו 0.00853
עומדים 0.00789

מתוך מגע
ישיר 0.04699
אישי 0.04604
קרוב 0.03883
הדוק 0.03659
בלתי 0.03156

רבי אברהם
בן 0.03491
יהושע 0.02719
יצחק 0.02685
אבן 0.02619
יעקב 0.02179

תוך פחות
משנה 0.10314
משעה 0.0624
מחודש 0.04562
משנתיים 0.04437
משבוע 0.03906

ספר התורה
מצאתי 0.00467
בבית 0.00416
שלו 0.00397
שכתב 0.00348
הקדושה 0.00316

ארבע אמות
ברשות 0.03598
קרקע 0.02342
בלא 0.01461
בארץ 0.0131
כדי 0.00696

יהיה גם
בעתיד 0.01702
להבא 0.01324
לעתיד 0.00695
כאן 0.00551
יום 0.00462

תל אביב
תל 0.00376
וירושלים 0.00312
2000 0.00198
וחיפה 0.00196
תש 0.00194

אינו חייב
אלא 0.13549
לשלם 0.02539
מיתה 0.02279
משום 0.01659
להחזיר 0.01375

אני אעשה
לך 0.04686
אתכם 0.03139
לכם 0.01653
עכשיו 0.01308
הכל 0.01281

המאה הרביעית
לספירה 0.07671
לפני 0.03442
לאלף 0.03064
לפנה 0.02983
לסה 0.01748

גם בקרב
היהודים 0.03745
יהודי 0.0266
הציבור 0.01633
אנשי 0.01576
חוגים 0.0123

לקח אותי
לבית 0.0209
אבי 0.01735
אבא 0.01431
ואת 0.01334
אתו 0.01276

בעלי השכלה
גבוהה 0.18019
תיכונית 0.05605
נמוכה 0.0442
אקדמית 0.0395
כללית 0.03762

יום הכיפורים
מכפר 0.01444
— 0.00399
בבית 0.00264
אינו 0.00234
יום 0.00233

פ שהוא
חייב 0.01401
אינו 0.01321
עצמו 0.00961
אסור 0.00933
עושה 0.00827

הסיבות לכך
נעוצות 0.01479
הייתה 0.01187
רבות 0.00946
אינן 0.00842
נעוצה 0.00801

בעבודה זרה
נקרא 0.01282
שלהם 0.00761
הכתוב 0.00749
ממש 0.00639
כופר 0.00632

אני אלך
עמם 0.03046
אתך 0.01524
עמכם 0.01358
עמך 0.01269
אליו 0.01019

עדיין אני
אומר 0.09042
רואה 0.03673
זוכר 0.02974
עומד 0.01978
יכול 0.01382

עדיין אנו
עומדים 0.06983
צריכים 0.05434
ובנינו 0.04558
צריכין 0.03672
רחוקים 0.03289

סכנה גדולה
מזו 0.02019
נשקפת 0.01604
ביותר 0.01271
מאוד 0.01046
מאד 0.00865

ניתנה התורה
לישראל 0.05255
אלא 0.02891
במדבר 0.0147
חתוכה 0.01398
למלאכי 0.01381

ממשלת המנדט
הבריטי 0.05345
בארץ 0.01162
הבריטית 0.01111
— 0.00361
בירושלים 0.0027

שאין השכל
האנושי 0.06776
יכול 0.0667
מחייב 0.0517
משיג 0.04277
מסכים 0.02837

הסתדרות פועלי
הבנין 0.22858
יהודה 0.16891
הרכבת 0.0833
הגליל 0.06744
הבניין 0.04596

קשה לומר
שהוא 0.01404
שיש 0.00976
בוודאות 0.00773
שלא 0.00688
שהיא 0.00615

אינו מחויב
המציאות 0.0419
בדבר 0.0233
כלל 0.02007
לשלם 0.01766
אלא 0.01701

יום שלישי
בשבוע 0.01616
בשבת 0.01316
למילתו 0.01256
בבוקר 0.00807
בערב 0.00515

ידי מעשה
באו 0.01778
שהיה 0.01629
הלכו 0.01338
האדם 0.01185
המצות 0.01074

גם בפרק
הבא 0.03393
הקודם 0.03118
זמן 0.02044
הראשון 0.01822
השני 0.01632

וזה פירוש
הכתוב 0.11232
הפסוק 0.09445
המדרש 0.02958
המשנה 0.01259
נכון 0.01243

וכתוצאה מכך
גם 0.03827
— 0.01549
הם 0.0097
נוצר 0.00647
גדל 0.00474

גם בפעם
הראשונה 0.13245
השניה 0.05919
השלישית 0.05257
השנייה 0.04552
ההיא 0.04151

סכומי כסף
גדולים 0.24795
ניכרים 0.0539
נכבדים 0.02974
עצומים 0.02546
קטנים 0.0224

ואינו חייב
אלא 0.09992
לשלם 0.02952
מיתה 0.02118
להחזיר 0.01947
משום 0.01412

מראשית המאה
העשרים 0.09727
הי 0.07244
התשע 0.04247
ועד 0.02421
הנוכחית 0.01788

קשה לדעת
כיצד 0.01703
מתי 0.01496
בדיוק 0.01308
באיזו 0.01247
איך 0.0114

לכבוד חג
הפסח 0.14751
השבועות 0.07896
המולד 0.05885
הסוכות 0.05218
החנוכה 0.0402

כשאני לעצמי
הנני 0.0339
איני 0.03382
אינני 0.02687
הייתי 0.01754
אני 0.01264

הרבנים הגאונים
שליט 0.04216
המפורסמים 0.02515
הגדולים 0.02511
הצדיקים 0.02182
רבי 0.01789

כיצד ניתן
להסביר 0.0811
להבין 0.02799
לומר 0.0242
ליישב 0.01931
יהיה 0.01574

במערכת היחסים
שבין 0.11662
הבין 0.02286
